mouse_model,name,bigg_accessions,hmdb_secondary,kegg_id,lipidmaps_id,inchi_key,hmdb_primary
sarcs,['Sarcosine C3H7NO2'],"['sarcs_m', 'sarcs[x]', 'sarcs[c]', 'sarcs', 'sarcs[m]', 'sarcs_e', 'sarcs_x', 'sarcs[e]', 'sarcs_c']",['HMDB00271'],['C00213'],,['FSYKKLYZXJSNPZ-UHFFFAOYSA-N'],HMDB0000271
sbt__D,['D-Sorbitol'],"['sbt__D_c', 'sbt_DASH_D_p', 'sbt_D_c', 'sbt_DASH_D_h', 'sbt__D_e', 'sbt__D_p', 'sbt_D[e]', 'sbt_D_e', 'sbt_DASH_D_e', 'sbt__D', 'sbt_D[c]', 'sbt_DASH_D_c', 'sbt_D_p']",['HMDB00247'],['C00794'],,['FBPFZTCFMRRESA-JGWLITMVSA-N'],HMDB0000247
seasmet,['Se-Adenosylselenomethionine'],"['seasmet_n', 'seasmet[n]', 'seasmet', 'seasmet_c', 'seasmet[c]']",['HMDB11118'],['C05691'],,['GGJFWMOVUFBSIN-AIRLBKTGSA-O'],HMDB0011118
sel,['Selenate'],"['sel[c]', 'sel_e', 'sel_c', 'sel', 'sel[e]', 'sel_p']",['HMDB62761'],['C05697'],,['QYHFIVBSNOWOCQ-UHFFFAOYSA-L'],HMDB0062761
selcys,['Selenocysteine'],"['selcys_h', 'selcys', 'selcys[c]', 'selcys_m', 'selcys_c']",['HMDB03288'],['C05688'],,['ZKZBPNGNEQAJSX-REOHCLBHSA-N'],HMDB0003288
selcyst,['Selenocystathionine'],"['selcyst_h', 'selcyst_c', 'selcyst', 'selcyst[c]', 'selcyst_m']",['HMDB62527'],['C05699'],,['ZNWYDQPOUQRDLY-WHFBIAKZSA-N'],HMDB0006343
selhcys,['Selenohomocysteine'],"['selhcys[c]', 'selhcys', 'selhcys[r]', 'selhcys_h', 'selhcys[n]', 'selhcys_c']",['HMDB04119'],['C05698'],,['RCWCGLALNCIQNM-VKHMYHEASA-N'],HMDB0004119
selmeth,['Selenomethionine'],"['selmeth[c]', 'selmeth[e]', 'selmeth[n]', 'selmeth[r]', 'selmeth_c', 'selmeth']",['HMDB03966'],['C05335'],,['RJFAYQIBOAGBLC-BYPYZUCNSA-N'],HMDB0003966
seln,['Selenide'],"['seln[c]', 'seln_h', 'seln', 'seln_m', 'seln_c']",['HMDB11110'],['C01528'],,['SPVXKVOXSXTJOY-UHFFFAOYSA-M'],HMDB0011110
selnp,['Selenophosphate'],"['selnp', 'selnp[c]', 'selnp_m', 'selnp_c']","['HMDB06407', 'HMDB03840']",['C05172'],,['JRPHGDYSKGJTKZ-UHFFFAOYSA-K'],HMDB0003840
ser__D,['D-Serine'],"['ser_DASH_D_e', 'ser-D[e]', 'ser_DASH_D_p', 'ser_DASH_D_c', 'ser_D[c]', 'ser_D_p', 'ser__D_c', 'ser_D_e', 'ser-D[c]', 'ser_D[e]', 'ser_D_c', 'ser__D_e', 'ser__D', 'ser__D_p']",['HMDB03406'],['C00740'],,['MTCFGRXMJLQNBG-UWTATZPHSA-N'],HMDB0003406
ser__L,['L-Serine'],"['ser__L_c', 'ser_DASH_L_x', 'ser__L_p', 'ser_L[x]', 'ser_L_e', 'ser_L[e]', 'ser_L[c]', 'ser_DASH_L_e', 'ser_L_c', 'ser_L[g]', 'ser_DASH_L_h', 'ser_L_r', 'ser_L[r]', 'ser_DASH_L_c', 'ser__L_m', 'ser_L_x', 'ser-L[e]', 'ser_L_m', 'ser_L_p', 'ser-L[c]', 'ser__L_e', 'ser__L_h', 'ser_DASH_L_p', 'ser_L[m]', 'ser__L', 'ser__L_x', 'ser_DASH_L_m']","['HMDB00187', 'HMDB62263', 'HMDB00589']","['C00065', 'C00716']",['LMFA01100045'],['MTCFGRXMJLQNBG-REOHCLBHSA-N'],HMDB0000187
sl__L,['Sl  L c'],"['sl_L[m]', 'sl_DASH_L_e', 'sl__L_m', 'sl_DASH_L_m', 'sl_DASH_L_c', 'sl_L_e', 'sl_L_c', 'sl_L[e]', 'sl_L[c]', 'sl__L_c', 'sl__L_e', 'sl__L']",['HMDB60176'],['C11499'],,['CQQGIWJSICOUON-UWTATZPHSA-L'],HMDB0060176
so3,['Sulfite'],"['so3_c', 'so3_p', 'hso3_m', 'hso3_c', 'hso3', 'so3', 'so3[m]', 'so3_m', 'hso3_e', 'so3[e]', 'hso3_h', 'so3_h', 'so3[c]', 'so3_e']","['HMDB01033', 'HMDB03008', 'HMDB34829', 'HMDB00240']","['C11481', 'C00094']",,['LSNNMFCWUKXFEE-UHFFFAOYSA-L'],HMDB0000240
so4,['Sulfate'],"['so4_r', 'so4_l', 'so4_c', 'so4_p', 'so4[c]', 'so4_m', 'so4[l]', 'so4[r]', 'so4[e]', 'so4', 'so4[m]', 'so4[n]', 'so4_e', 'so4_h', 'so4_n']",['HMDB01448'],['C00059'],,['QAOWNCQODCNURD-UHFFFAOYSA-L'],HMDB0001448
sph1p,['Sphinganine 1 phosphate C18H39NO5P'],"['sph1p[n]', 'sph1p', 'sph1p_c', 'sph1p[r]', 'sph1p_r', 'sph1p[e]', 'sph1p_e', 'sph1p[c]']",['HMDB01383'],['C01120'],['LMSP01050002'],['YHEDRJPUIRMZMP-ZWKOTPCHSA-M'],HMDB0001383
sphgn,['Sphinganine C18H40NO2'],"['sphgn[c]', 'sphgn', 'sphgn_r', 'sphgn[e]', 'sphgn[g]', 'sphgn[n]', 'sphgn_c', 'sphgn[r]']",['HMDB00269'],['C00836'],['LMSP01020001'],['OTKJDMGTUTTYMP-ZWKOTPCHSA-O'],HMDB0000269
spmd,['Spermidine'],"['spmd_c', 'spmd[c]', 'spmd_e', 'spmd', 'spmd_p', 'spmd[x]', 'spmd_h', 'spmd[e]', 'spmd_m']",['HMDB01257'],['C00315'],,['ATHGHQPFGPMSJY-UHFFFAOYSA-Q'],HMDB0001257
sprm,['Spermine C10H30N4'],"['sprm_c', 'sprm_e', 'sprm', 'sprm_h', 'sprm[x]', 'sprm[e]', 'sprm[c]']",['HMDB01256'],['C00750'],,['PFNFFQXMRSDOHW-UHFFFAOYSA-R'],HMDB0001256
sql,['Squalene C30H50'],"['sql', 'sql[r]', 'sql[e]', 'sql_r', 'sql_c', 'sql[c]']",['HMDB00256'],['C00751'],['LMPR0106010002'],['YYGNTYWPHWGJRM-AAJYLUCBSA-N'],HMDB0000256
srtn,['Serotonin'],"['srtn', 'srtn_c', 'srtn_e', 'srtn[c]', 'srtn[e]']",['HMDB00259'],['C00780'],,['QZAYGJVTTNCVMB-UHFFFAOYSA-O'],HMDB0000259
stcoa,['Stearoyl-CoA (n-C18:0CoA)'],"['stcoa[n]', 'stcoa[m]', 'stcoa_c', 'stcoa[r]', 'stcoa[x]', 'stcoa_m', 'stcoa_x', 'stcoa', 'stcoa[c]']",['HMDB01114'],['C00412'],['LMFA07050369'],['SIARJEKBADXQJG-LFZQUHGESA-J'],HMDB0001114
succ,['Succinate'],"['succ', 'succ[r]', 'succ_e', 'succ_h', 'succ_p', 'succ[m]', 'succ[x]', 'succ_x', 'succ_c', 'succ_m', 'succ[e]', 'succ[c]', 'succ_r']",['HMDB00254'],['C00042'],['LMFA01170043'],['KDYFGRWQOYBRFD-UHFFFAOYSA-L'],HMDB0000254
succoa,['Succinyl-CoA'],"['succoa_c', 'succoa[c]', 'succoa', 'succoa[x]', 'succoa_m', 'succoa[m]']",['HMDB01022'],['C00091'],['LMFA07050370'],['VNOYUJKHFWYWIR-ITIYDSSPSA-I'],HMDB0001022
sucr,['Sucrose C12H22O11'],"['sucr_p', 'sucr[c]', 'sucr_e', 'sucr_c', 'sucr', 'sucr[e]', 'sucr_h']",['HMDB00258'],['C00089'],,['CZMRCDWAGMRECN-UGDNZRGBSA-N'],HMDB0000258
sucsal,['Succinic semialdehyde'],"['sucsal[m]', 'sucsal[e]', 'sucsal_c', 'sucsal[c]', 'sucsal', 'sucsal_h', 'sucsal_m']",['HMDB01259'],['C00232'],['LMFA06000118'],['UIUJIQZEACWQSV-UHFFFAOYSA-M'],HMDB0001259
tag1p__D,['D-Tagatose-1-phosphate'],"['tag1p__D', 'tag1p_D[c]', 'tag1p__D_c', 'tag1p_DASH_D_c', 'tag1p_D_c']",['HMDB06328'],,,,HMDB0006328
tag__D,['D-Tagatose'],"['tag__D', 'tag__D_p', 'tagat_D[e]', 'tagat_DASH_D_e', 'tagat__D', 'tag_DASH_D_p', 'tagat__D_e', 'tag_DASH_D_e', 'tag_D_e', 'tag_D_p', 'tag__D_e']",['HMDB03418'],['C00795'],,['BJHIKXHVCXFQLS-PQLUHFTBSA-N'],HMDB0003418
taur,['Taurine C2H7NO3S'],"['taur[c]', 'taur_p', 'taur[x]', 'taur', 'taur_c', 'taur_e', 'taur_x', 'taur[e]']",['HMDB00251'],['C00245'],,['XOAAWQZATWQOTB-UHFFFAOYSA-N'],HMDB0000251
taxol,['Paclitaxel'],"['taxol_e', 'taxol_c', 'taxol[c]', 'taxol', 'taxol[e]']",['HMDB15360'],['C07394'],['LMPR0104390001'],['RCINICONZNJXQF-MZXODVADSA-N'],HMDB0015360
tchola,['Taurocholic acid C26H45NO7S'],"['tchola_v', 'tchola_e', 'tchola', 'tchola_c', 'tchola[x]', 'tchola[c]', 'tchola_x', 'tchola[e]']",['HMDB00036'],['C05122'],['LMST05040001'],['WBWWGRHZICKQGZ-HZAMXZRMSA-M'],HMDB0000036
tcynt,['Thiocyanate'],"['tcynt_e', 'tcynt', 'tcynt_m', 'tcynt[e]', 'tcynt[m]', 'tcynt[n]', 'tcynt[c]', 'tcynt[l]', 'tcynt_p', 'tcynt_c']",['HMDB01453'],['C01755'],,['ZMZDMBWJUHKJPS-UHFFFAOYSA-M'],HMDB0001453
tdchola,['Taurochenodeoxycholate'],"['tdchola_x', 'tdchola', 'tdchola_e', 'tdchola[c]', 'tdchola[e]', 'tdchola_c', 'tdchola[x]']",['HMDB00951'],['C05465'],['LMST05040005'],['BHTRKEVKTKCXOH-BJLOMENOSA-M'],HMDB0000951
tdcoa,['Tetradecanoyl-CoA (n-C14:0CoA)'],"['tdcoa_c', 'tdcoa_m', 'tdcoa[x]', 'tdcoa_x', 'tdcoa[c]', 'tdcoa[m]', 'tdcoa', 'tdcoa[r]']","['HMDB01521', 'HMDB06517']",['C02593'],"['LMFA07050352', 'LMFA07050008', 'LMFA07050373']",['DUAFKXOFBZQTQE-QSGBVPJFSA-J'],HMDB0001521
thbpt,['Tetrahydrobiopterin'],"['thbpt_m', 'thbpt_c', 'thbpt[e]', 'thbpt', 'thbpt_n', 'thbpt[n]', 'thbpt[c]']","['HMDB59658', 'HMDB00787', 'HMDB00027', 'HMDB02154']",['C00272'],,['FNKQXYHWGSIFBK-NHTYNGABSA-N'],HMDB0000027
thcys,['Thiocysteine'],"['thcys_c', 'thcys[c]', 'thcys', 'thcys_h']","['HMDB06337', 'HMDB03585']",['C01962'],,['XBKONSCREBSMCS-REOHCLBHSA-N'],HMDB0003585
thf,"['5,6,7,8-Tetrahydrofolate']","['thf[l]', 'thf_c', 'thf_m', 'thf_h', 'thf', 'thf[c]', 'thf[e]', 'thf_e', 'thf_l', 'thf[r]', 'thf[n]', 'thf[m]']",,['C00101'],,['MSTNYGQPCMXVAQ-RYUDHWBXSA-L'],HMDB0001846
thm,['Thiamin'],"['thm_e', 'thm[c]', 'thm_h', 'thm[m]', 'thm', 'thm_p', 'thm_m', 'thm_c', 'thm[e]']",,,,['MYVIATVLJGTBFV-UHFFFAOYSA-M'],HMDB0000235
thmmp,['Thiamin monophosphate'],"['thmmp_h', 'thmmp_m', 'thmmp_e', 'thmmp_c', 'thmmp[m]', 'thmmp', 'thmmp[e]', 'thmmp[c]']",['HMDB02666'],['C01081'],,['HZSAJDVWZRBGIF-UHFFFAOYSA-M'],HMDB0002666
thmpp,['Thiamine diphosphate'],"['thmpp[c]', 'thmpp[m]', 'thmpp_m', 'thmpp_h', 'thmpp_e', 'thmpp_c', 'thmpp']","['HMDB62636', 'HMDB01372']",['C00068'],,['AYEKOFBPNLCAJY-UHFFFAOYSA-L'],HMDB0001372
thmtp,['Thiamin triphosphate C12H16N4O10P3S'],"['thmtp', 'thmtp_e', 'thmtp_c', 'thmtp_h', 'thmtp[c]', 'thmtp[e]']",['HMDB01512'],['C03028'],,['IWLROWZYZPNOFC-UHFFFAOYSA-K'],HMDB0001512
thp2c,"['2,3,4,5-Tetrahydropyridine-2-carboxylate']","['thp2c_x', 'thp2c_c', 'thp2c[c]', 'thp2c[x]', 'thp2c']","['HMDB59657', 'HMDB12130', 'HMDB62589']",['C00450'],,['CSDPVAKVEWETFG-YFKPBYRVSA-M'],HMDB0012130
thr__L,['L-Threonine'],"['thr__L_e', 'thr_L_e', 'thr-L[c]', 'thr__L_p', 'thr_DASH_L_p', 'thr_L[m]', 'thr_DASH_L_e', 'thr_L[e]', 'thr_L[c]', 'thr_DASH_L_m', 'thr_L_p', 'thr_DASH_L_h', 'thr_L_m', 'thr__L_h', 'thr__L_c', 'thr_DASH_L_c', 'thr_L_c', 'thr__L', 'thr__L_m']",['HMDB00167'],['C00188'],,['AYFVYJQAPQTCCC-GBXIJSLDSA-N'],HMDB0000167
thym,['Thymine C5H6N2O2'],"['thym[e]', 'thym[m]', 'thym', 'thym[c]', 'thym_m', 'thym_c', 'thym_e', 'thym_p']",['HMDB00262'],['C00178'],,['RWQNBRDOKXIBIV-UHFFFAOYSA-N'],HMDB0000262
thymd,['Thymidine C10H14N2O5'],"['thymd_l', 'thymd_c', 'thymd_e', 'thymd[m]', 'thymd[c]', 'thymd_p', 'thymd', 'thymd_m', 'thymd[l]', 'thymd[e]']",['HMDB00273'],['C00214'],,['IQFYYKKMVGJFEH-XLPZGREQSA-N'],HMDB0000273
tmlys,"['N6,N6,N6-Trimethyl-L-lysine']","['tmlys_r', 'tmlys[r]', 'tmlys[c]', 'tmlys_c', 'tmlys', 'tmlys[e]', 'tmlys_m']",['HMDB01325'],['C03793'],,['MXNRLFUSFKVQSK-QMMMGPOBSA-O'],HMDB0001325
tolbutamide,['Tolbutamide c'],"['tolbutamide[c]', 'tolbutamide_e', 'tolbutamide', 'tolbutamide[e]', 'tolbutamide_c']",['HMDB15256'],['C07148'],,['JLRGJRBPOGGCBT-UHFFFAOYSA-M'],HMDB0015256
tre,['Trehalose'],"['tre[e]', 'tre', 'tre_v', 'tre_e', 'tre_p', 'tre_c', 'tre[c]']",['HMDB00975'],['C01083'],,['HDTRYLNUVZCQOY-LIZSDCNHSA-N'],HMDB0000975
trp__L,['L-Tryptophan'],"['trp-L[e]', 'trp_L[e]', 'trp_L_c', 'trp-L[c]', 'trp__L', 'trp_DASH_L_h', 'trp_L_e', 'trp_L[c]', 'trp_DASH_L_p', 'trp_DASH_L_e', 'trp_L_m', 'trp_L_p', 'trp_DASH_L_m', 'trp_DASH_L_c', 'trp__L_c', 'trp__L_p', 'trp__L_h', 'trp__L_e']","['HMDB00929', 'HMDB30396']","['C00078', 'C00806']",,['QIVBCDIJIAJPQS-VIFPVBQESA-N'],HMDB0000929
trypta,['Tryptamine cytosol'],"['trypta', 'trypta[c]', 'trypta_c', 'trypta[e]']","['HMDB60064', 'HMDB00303']",['C00398'],,['APJYDQYYACXCRM-UHFFFAOYSA-O'],HMDB0000303
tsul,['Thiosulfate'],"['tsul[e]', 'tsul_c', 'tsul_p', 'tsul', 'tsul[c]', 'tsul_m', 'tsul[m]', 'tsul_h', 'tsul_e']","['HMDB00257', 'HMDB60293']","['C00320', 'C05529']",,['DHCDFWKWKRSZHF-UHFFFAOYSA-M'],HMDB0000257
ttdcrn,['Tetradecanoyl carnitine'],"['ttdcrn[c]', 'ttdcrn[e]', 'ttdcrn', 'ttdcrn_e', 'ttdcrn_c', 'ttdcrn[m]', 'ttdcrn_m']",['HMDB05066'],,['LMFA07070107'],['PSHXNVGSVNEJBD-LJQANCHMSA-N'],HMDB0005066
txa2,['Thromboxane A2'],"['txa2', 'txa2_c', 'txa2[r]', 'txa2_r', 'txa2[c]', 'txa2_e', 'txa2[e]']",['HMDB01452'],['C02198'],['LMFA03030001'],['DSNBHJFQCNUKMA-SCKDECHMSA-M'],HMDB0001452
tym,['Tyramine'],"['tym[e]', 'tym_c', 'tym_e', 'tym', 'tym[c]', 'tym_p']","['HMDB00306', 'HMDB62629']",['C00483'],,['DZGWFCGJZKJUFP-UHFFFAOYSA-O'],HMDB0000306
tyr__L,['L-Tyrosine'],"['tyr__L_c', 'tyr_DASH_L_m', 'tyr__L_h', 'tyr_L_m', 'tyr-L[c]', 'tyr_L_c', 'tyr_L_e', 'tyr__L_e', 'tyr_L_p', 'tyr_DASH_L_x', 'tyr_L[e]', 'tyr_DASH_L_e', 'tyr__L_p', 'tyr_L[m]', 'tyr_L_x', 'tyr_L[c]', 'tyr__L', 'tyr_DASH_L_p', 'tyr_L_v', 'tyr_DASH_L_c', 'tyr_DASH_L_h', 'tyr__L_m']","['HMDB00158', 'HMDB00647']","['C00082', 'C01536']",,['OUYCCCASQSFEME-QMMMGPOBSA-N'],HMDB0000158
uacgam,['UDP-N-acetyl-D-glucosamine'],"['uacgam', 'uacgam_p', 'uacgam_r', 'uacgam[g]', 'uacgam_g', 'uacgam[r]', 'uacgam_c', 'uacgam[c]', 'uacgam_e']","['HMDB62760', 'HMDB00290']",['C00043'],['LMSL01010002'],['LFTYTUAZOPRMMI-CFRASDGPSA-L'],HMDB0000290
udp,['UDP C9H11N2O12P2'],"['udp_l', 'udp[g]', 'udp[l]', 'udp[m]', 'udp_h', 'udp_e', 'udp_r', 'udp_n', 'udp', 'udp[c]', 'udp[r]', 'udp[e]', 'udp_g', 'udp_c', 'udp_m', 'udp[n]']",['HMDB00295'],['C00015'],,['XCCTYIAWTASOJW-XVFCMESISA-K'],HMDB0000295
udpacgal,['UDP-N-acetyl-D-galactosamine'],"['udpacgal_p', 'udpacgal_g', 'udpacgal_c', 'udpacgal_e', 'udpacgal', 'udpacgal[g]', 'udpacgal[l]', 'udpacgal_l', 'udpacgal_r', 'udpacgal[c]', 'udpacgal[r]']",,['C00203'],,['LFTYTUAZOPRMMI-LDDHHVEYSA-L'],HMDB0000304
udpg,['UDPglucose'],"['udpg_p', 'udpg_g', 'udpg_h', 'udpg_x', 'udpg', 'udpg_r', 'udpg_c', 'udpg_e', 'udpg[g]', 'udpg[e]', 'udpg[r]', 'udpg_n', 'udpg[c]']",['HMDB60079'],['C00029'],,['HSCJRCZFDFQWRP-RDKQLNKOSA-L'],HMDB0000286
udpgal,['UDPgalactose'],"['udpgal_g', 'udpgal[r]', 'udpgal[e]', 'udpgal_c', 'udpgal_h', 'udpgal', 'udpgal[c]', 'udpgal[n]', 'udpgal_p', 'udpgal[g]', 'udpgal_x', 'udpgal_e']","['HMDB62573', 'HMDB00302']",['C00052'],,['HSCJRCZFDFQWRP-ABVWGUQPSA-L'],HMDB0000302
udpglcur,['UDP-D-glucuronate'],"['udpglcur_p', 'udpglcur[g]', 'udpglcur_r', 'udpglcur', 'udpglcur_e', 'udpglcur[r]', 'udpglcur[e]', 'udpglcur[c]', 'udpglcur_g', 'udpglcur_c']","['HMDB01384', 'HMDB00935']",['C00167'],,['HDYANYHVCAPMJV-LXQIFKJMSA-K'],HMDB0000935
udpxyl,['UDP-D-xylose'],"['udpxyl_r', 'udpxyl[c]', 'udpxyl_c', 'udpxyl[g]', 'udpxyl[r]', 'udpxyl_g', 'udpxyl']",['HMDB01018'],['C00190'],,['DQQDLYVHOTZLOR-OCIMBMBZSA-L'],HMDB0001018
ump,['UMP C9H11N2O9P'],"['ump_r', 'ump[g]', 'ump[r]', 'ump_e', 'ump_c', 'ump_h', 'ump_m', 'ump[l]', 'ump[n]', 'ump', 'ump[m]', 'ump[c]', 'ump[e]', 'ump_l', 'ump_g', 'ump_p', 'ump_n']",['HMDB00288'],['C00105'],,['DJJCXFVJDGTHFX-XVFCMESISA-L'],HMDB0000288
uppg3,['Uroporphyrinogen III'],"['uppg3_h', 'uppg3', 'uppg3[c]', 'uppg3_c']",['HMDB01086'],['C01051'],,['HUHWZXWWOFSFKF-UHFFFAOYSA-F'],HMDB0001086
ura,['Uracil'],"['ura_e', 'ura_c', 'ura_p', 'ura[c]', 'ura', 'ura[e]']",['HMDB00300'],['C00106'],,['ISAKRJDGNUQOIC-UHFFFAOYSA-N'],HMDB0000300
urate,['Urate C5H4N4O3'],"['urate[c]', 'urate[x]', 'urate_e', 'urate_c', 'urate_m', 'urate', 'urate[e]', 'urate_p', 'urate[n]', 'urate_x']",['HMDB00289'],['C00366'],,['LEHOTFFKMJEONL-UHFFFAOYSA-N'],HMDB0000289
urcan,['Urocanate C6H5N2O2'],"['urcan', 'urocan_c', 'urcan[c]', 'urcan_c', 'urcan[e]', 'urocan']","['HMDB00301', 'HMDB02280', 'HMDB62562']",['C00785'],,['LOIYMIARKYCTBW-OWOJBTEDSA-M'],HMDB0000301
urea,['Urea CH4N2O'],"['urea[c]', 'urea_x', 'urea[n]', 'urea[m]', 'urea[e]', 'urea_p', 'urea', 'urea_m', 'urea_e', 'urea_c']",['HMDB00294'],['C00086'],,['XSQUKJJJFZCRTK-UHFFFAOYSA-N'],HMDB0000294
uri,['Uridine'],"['uri', 'uri[n]', 'uri[l]', 'uri[m]', 'uri_e', 'uri_m', 'uri[c]', 'uri_l', 'uri_c', 'uri[e]', 'uri_p', 'uri_n']",['HMDB00296'],['C00299'],,['DRTQHJPVMGBUCF-XVFCMESISA-N'],HMDB0000296
utp,['UTP C9H11N2O15P3'],"['utp[m]', 'utp', 'utp_m', 'utp_n', 'utp[e]', 'utp[c]', 'utp[n]', 'utp_e', 'utp_c', 'utp_h']",['HMDB00285'],['C00075'],,['PGAVKCOVUIYSFO-XVFCMESISA-J'],HMDB0000285
val__L,['L-Valine'],"['val_L_e', 'val_DASH_L_m', 'val_DASH_L_e', 'val_L[e]', 'val_DASH_L_c', 'val__L_e', 'val_L_m', 'val_L[c]', 'val-L[e]', 'val_L_c', 'val_DASH_L_h', 'val__L', 'val-L[c]', 'val__L_c', 'val_L_p', 'val__L_p', 'val_L[m]', 'val__L_m', 'val__L_h', 'val_DASH_L_p']","['HMDB00883', 'HMDB34366']","['C16436', 'C00183']",['LMFA01100046'],['KZSNJWFQEVHDMF-BYPYZUCNSA-N'],HMDB0000883
xan,['Xanthine'],"['xan_x', 'xan_c', 'xan', 'xan[c]', 'xan[e]', 'xan_e', 'xan_p', 'xan[x]']",['HMDB00292'],['C00385'],,['LRFVTYWOQMYALW-UHFFFAOYSA-N'],HMDB0000292
xmp,"[""Xanthosine 5'-phosphate""]","['xmp_m', 'xmp_x', 'xmp_p', 'xmp[c]', 'xmp', 'xmp[e]', 'xmp_e', 'xmp_c']","['HMDB01554', 'HMDB62755']",['C00655'],,['DCTLYFZHFGENCW-UUOKFMHZSA-L'],HMDB0001554
xol25oh,['25-Hydroxycholesterol'],"['xol25oh[c]', 'xol25oh', 'xol25oh[r]', 'xol25oh[e]', 'xol25oh_r']",['HMDB06247'],['C15519'],"['LMST01010018', 'LMST01010146']",['INBGSXNNRGWLJU-ZHHJOTBYSA-N'],HMDB0006247
xtp,['XTP'],"['xtp[c]', 'xtp_c', 'xtp']",['HMDB00293'],['C00700'],,['CAEFEWVYEZABLA-UUOKFMHZSA-J'],HMDB0000293
xtsn,['Xanthosine'],"['xtsn_c', 'xtsn', 'xtsn[e]', 'xtsn_e', 'xtsn[c]', 'xtsn_p']",['HMDB00299'],['C01762'],,['UBORTCNDUKBEOP-UUOKFMHZSA-N'],HMDB0000299
xu1p__D,['D-Xylulose 1-phosphate'],"['xu1p_D_c', 'xu1p__D_c', 'xu1p_DASH_D_c', 'xu1p__D', 'xu1p_D[c]']",,['C06441'],,['NBOCCPQHBPGYCX-WVZVXSGGSA-L'],HMDB0006534
xu5p__D,['D-Xylulose 5-phosphate'],"['xu5p__D_c', 'xu5p_D_x', 'xu5p__D_h', 'xu5p_DASH_D_h', 'xu5p__D', 'xu5p-D[c]', 'xu5p_DASH_D_c', 'xu5p_D_c', 'xu5p_D[c]']","['HMDB00868', 'HMDB06212']",['C00231'],,['FNZLKVNUWIIPSJ-RFZPGFLSSA-L'],HMDB0000868
xyl__D,['D-Xylose'],"['xyl_D[c]', 'xyl__D', 'xyl_D_c', 'xyl_DASH_D_l', 'xyl_D_l', 'xyl__D_e', 'xyl_DASH_D_e', 'xyl_DASH_D_p', 'xyl__D_c', 'xyl__D_l', 'xyl-D[e]', 'xyl_D_e', 'xyl__D_p', 'xyl_D[l]', 'xyl_D_p', 'xyl-D[c]', 'xyl_DASH_D_c', 'xyl_D[e]']","['HMDB03763', 'HMDB00098']",['C00181'],,['SRBFZHDQGSBBOR-IOVATXLUSA-N'],HMDB0000098
xylt,['Xylitol C5H12O5'],"['xylt[c]', 'xylt_e', 'xylt[e]', 'xylt_c', 'xylt']",,['C00379'],,['HEBKCHPVOIAQTA-SCDXWVJYSA-N'],HMDB0002917
xylu__D,['D-Xylulose'],"['xylu-D[c]', 'xylu_D[e]', 'xylu__D', 'xylu_DASH_D_c', 'xylu_D_c', 'xylu_D[c]', 'xylu__D_c']","['HMDB01644', 'HMDB00654']",['C00310'],,['ZAQJHHRNXZUBTE-WUJLRWPWSA-N'],HMDB0001644
xylu__L,['L-Xylulose'],"['xylu_DASH_L_c', 'xylu_L[c]', 'xylu_L_c', 'xylu__L_e', 'xylu__L', 'xylu_L_p', 'xylu_DASH_L_e', 'xylu_L_e', 'xylu_L[e]', 'xylu__L_p', 'xylu__L_c', 'xylu_DASH_L_p']","['HMDB00751', 'HMDB02245']",['C00312'],,['ZAQJHHRNXZUBTE-WVZVXSGGSA-N'],HMDB0000751
zymst,['Zymosterol C27H44O'],"['zymst', 'zymst[r]', 'zymst[c]', 'zymst_e', 'zymst_r', 'zymst_c']",['HMDB06271'],['C05437'],['LMST01010066'],['CGSJXLIKVBJVRY-XTGBIJOFSA-N'],HMDB0006271
zymstnl,['5alpha-cholest-8-en-3beta-ol'],"['zymstnl[r]', 'zymstnl_c', 'zymstnl', 'zymstnl_r', 'zymstnl[c]']","['HMDB06841', 'HMDB59618', 'HMDB06541']",['C03845'],"['LMST01010365', 'LMST01010096']",['QETLKNDKQOXZRP-XTGBIJOFSA-N'],HMDB0006841
